SANTEN PHARMACEUTICAL CO,JP3336000009        ,17196,286023,0
SANTOS LIMITED,AU000000STO6        ,6640616,44359312,0.0008
SANWA HOLDINGS CORPORATION,JP3344400001        ,5254,237699,0
SANY HEAVY INDUSTRY CO LTD,CNE000001F70        ,2544784,9279701,0.0002
SAP AG,DE0007164600        ,67962,26858471,0.0005
SAPUTO INC,CA8029121057        ,2892,81154,0
SAREPTA THERAPEUTICS INC,US8036071004        ,44762,8790428,0.0002
SARTORIUS AG VORZUG,DE0007165631        ,36847,13261632,0.0003
SARTORIUS STEDIM B EUR0.1666,FR0013154002        ,333,104950,0
SBI HOLDINGS INC NPV,JP3436120004        ,3080,126055,0
SBI LIFE INSURANCE COMPANY LTD,INE123W01016        ,38250,1003297,0
SBI SUMISHIN NET BANK LTD,JP3400650002        ,3032,118082,0
SBM OFFSHORE NV,NL0000360618        ,3107,88119,0
SBS HOLDINGS INC,JP3163500006        ,27096,660785,0
SCHAEFFLER INDIA LTD,INE513A01022        ,14348,921902,0
SCHIBSTED ASA,NO0010736879        ,5625,267326,0
SCHIBSTED ASA SER A,NO0003028904        ,1758,88021,0
SCHINDLER HOLDING-PART CERT,CH0024638196        ,490,218538,0
SCHINDLER-HLDG AG REG,CH0024638212        ,268,118125,0
SCHLUMBERGER LTD,AN8068571086        ,52829,3271381,0.0001
SCHNEIDER ELECTRIC SE,FR0000121972        ,203029,81799197,0.0015
SCHOLAR ROCK HOLDING ORD,US80706P1030        ,108755,7591705,0.0001
SCHOLASTIC CORP,US8070661058        ,999,34403,0
SCHRODERS PLC ORD GB,GB00BP9LHF23        ,9185,60122,0
SCHWAB (CHARLES) CORP,US8085131055        ,228288,27288345,0.0005
SCIENCE APPLICATIONS INTERNATIONAL CORP,US8086251076        ,1195,215305,0
SCIENTIFIC GAMES CORP - A,US80874P1093        ,2241,312587,0
SCOR SE,FR0010411983        ,13537,535211,0
SCOUT24 SE,DE000A12DM80        ,855,121681,0
SCREEN HOLDINGS CONPV,JP3494600004        ,943,91964,0
SEA LTD,US81141R1005        ,150834,25847429,0.0005
SEAGATE TECH HLDGS,IE00BKVD2N49        ,26171,3648262,0.0001
SEB SA,FR0000121709        ,221,32382,0
SECOM CO LTD,JP3421800008        ,5029,277488,0
SECTRA AB NPV,SE0022419784        ,3385,136905,0
SECURE ENERGY SERVICES INC,CA81373C1023        ,5567,101652,0
SECURE TRUST BANK ORD,GB00B6TKHP66        ,7951,58221,0
SECURITAS AB,SE0000163594        ,5604,112149,0
SECURITY NATIONAL FINANCIAL ORD SHS CLASS A,US8147853092        ,6153,119557,0
SEEK LIMITED,AU000000SEK6        ,3085762,69645659,0.0013
SEGA SAMMY HOLDINGS INC,JP3419050004        ,31048,981488,0
SEI INVESTMENTS COMPANY,US7841171033        ,1257,167487,0
SEIBU HOLDINGS INC,JP3417200007        ,5195,171257,0
SEIKAGAKU CORP,JP3414000004        ,28361,234339,0
SEIKO EPSON CORPORATION,JP3414750004        ,3269,96600,0
SEIKOH GIKEN CO LTD,JP3414870000        ,15007,871359,0
SEINO HOLDINGS CO LTD,JP3415400005        ,4329,105590,0
SEKISUI CHEMICAL CO Y50,JP3419400001        ,4338,121026,0
SEKISUI HOUSE,JP3420600003        ,7166,278540,0
SEMITEC CORP,JP3423350002        ,152,3175,0
SERCO GROUP PLC,GB0007973794        ,27252,83404,0
SERVICE CORPORATION INTERNATIONAL,US8175651046        ,21960,2831098,0.0001
SERVICE STREAM LIMITED,AU000000SSM2        ,232706,363021,0
SERVICENOW INC,US81762P1021        ,48990,83881723,0.0016
SEVEN AND I HOLDINGS NPV,JP3422950000        ,171869,4392749,0.0001
SEVEN WEST MEDIA LIMITED,AU000000SWM4        ,119832,17975,0
SG HOLDINGS CO LTD,JP3162770006        ,2892,44755,0
SGH LIMITED ORDINARY FULLY PAID,AU0000364754        ,710471,32759829,0.0006
SGS SA,CH1256740924        ,1824,295475,0
SHAANXI INTERNATIONAL TRUST CO LTD,CNE0000004F3        ,188618,148579,0
SHANDONG XINCHAO ENERGY CORP LTD,CNE000000NJ0        ,6490689,3188377,0.0001
SHANGHAI CHLOR ALKALI CHEMICAL CO LTD,CNE0000004C0        ,333410,326329,0
SHANGHAI ELECTRIC GRP CO LTD,CNE100000437        ,712442,419212,0
SHANGHAI LIGHT INDUS MACHA,CNE000000370        ,134662,1033655,0
SHANGHAI PHARMACEUTICALS HOLDING CO LTD,CNE1000012B3        ,142438,373751,0
SHANGHAI ZIJIANG ENTERPRISE GROUP ORD SHS A,CNE000001055        ,446014,652343,0
SHANTUI CONSTRUCTON MACHINERY ORD SHS A,CNE000000KZ2        ,665447,1428272,0
SHARINGTECHNOLOGY INC,JP3347190005        ,20009,185890,0
SHELL PLC ORD EUR0.07,GB00BP6MXD84        ,243263,12183548,0.0002
SHENGYI ELECTRONICS ORD SHS A,CNE100005428        ,30499,264945,0
SHENZHEN ENVICOOL TECHNOLOGY ORD SHS A,CNE100002CC3        ,7135,63784,0
SHENZHOU INTERNATIONAL  GROUP,KYG8087W1015        ,811247,10457850,0.0002
SHERWIN WILLIAMS COM,US8243481061        ,36559,20071834,0.0004
SHIMADZU CORP,JP3357200009        ,2703,123926,0
SHIMAMURA CO LTD,JP3358200008        ,5195,470530,0
SHIMANO INC,JP3358000002        ,943,207283,0
SHIMIZU CORPORATION,JP3358800005        ,193008,2484367,0
SHIN-ETSU CHEMICAL NPV,JP3371200001        ,102697,5589428,0.0001
SHINHAN FINANCIAL GROUP,KR7055550008        ,964,50373,0
SHINSEGAE CO LTD,KR7004170007        ,179,26094,0
SHINYOUNG SECURITIES CO LTD,KR7001720002        ,6934,578179,0
SHIONOGI & CO LTD,JP3347200002        ,10783,245892,0
SHISEIDO COMPANY LIMITED,JP3351600006        ,6538,187221,0
SHIZUOKA FINANCIAL NPV,JP3351500008        ,37699,497658,0
SHOE CARNIVAL INC COM USD0.01,US8248891090        ,8916,476360,0
SHOFU ORD SHS,JP3363600002        ,7478,169766,0
SHOPIFY INC COM NPV CL A,CA82509L1076        ,260406,44721943,0.0008
SHUFERSAL LTD,IL0007770378        ,5369,90317,0
SICHUAN BAICHA BAIDAO INDUSTRIAL CO LTD,CNE100006G23        ,80339,188757,0
SIEMENS AG NPV EUR,DE0007236101        ,177163,55869841,0.0011
SIEMENS ENERGY AG,DE000ENER6Y0        ,10396,875957,0
SIEMENS HEALTHINEERS AG,DE000SHL1006        ,88012,7536452,0.0001
SIEMENS LTD,INE003A01024        ,6666,821928,0
SIG COMBIBLOC GROUP AG,CH0435377954        ,3485,111057,0
SIGMA PHARMACEUTICALS LIMITED ORDINARY FULLY PAID,AU000000SIG5        ,7572695,19840460,0.0004
SIGNIFY NV EUR0.01,NL0011821392        ,3149,113653,0
SIKA AG,CH0418792922        ,1834,705492,0
SILVERCORP METALS INC,CA82835P1036        ,8110,39346,0
SILVERCREST METALS ORD,CA8283631015        ,14756,217243,0
SIMILARWEB LTD,IL0011751653        ,9839,225184,0
SIMS LIMITED ORDINARY FULLY PAID,AU000000SGM7        ,28182,334797,0
SINCERE NAVIGATION CORPORATION,TW0002605003        ,319737,394581,0
SINCH AB NPV,SE0016101844        ,17040,51636,0
SINGAMAS CONTAINER HKD 0.10,HK0716002271        ,991355,142225,0
SINGAPORE AIRLINES LTD,SG1V61937297        ,16973,129412,0
SINGAPORE EXCHANGE LTD,SG1J26887955        ,9744,146969,0
SINGAPORE TECH ENG SGD,SG1F60858221        ,17790,98152,0
SINOMACH HEAVY EQUIPMENT A,CNE099900373        ,638661,435258,0
SINOPEC ENGINEERING GROUP CO LTD,CNE100001NV2        ,105236,147257,0
SINOPEC OILFIELD SERVICE CORP,CNE1000004D6        ,580059,78394,0
SITC INTERNATIONAL,KYG8187G1055        ,15087,64935,0
SITEMINDER LTD,AU0000183543        ,469704,2837010,0.0001
SK HYNIX INC,KR7000660001        ,234095,44662533,0.0008
SKANDINAVISKA ENSKIL SEK,SE0000148884        ,22625,500871,0
SKANSKA AB,SE0000113250        ,3877,131890,0
SKECHERS USA CL A,US8305661055        ,3284,356671,0
SKELLERUP HOLDINGS LIMITED,NZSKXE0001S8        ,23826,111462,0
SKF AB,SE0000108227        ,3884,117873,0
SKY NETWORK TELEVISION LIMITED,NZSKTE0001S6        ,19379,46121,0
SKY NETWORK TELEVISION LTD,NZSKTE0001S6        ,16473,38756,0
SKYCITY ENTERTAINMENT GROUP LIMITED,NZSKCE0001S2        ,53478,70056,0
SKYWORKS SOLUTIONS INC,US83088M1027        ,21394,3064240,0.0001
SLM CORP,US78442P1066        ,7656,341039,0
SMARTGROUP CORPORATION LTD ORDINARY FULLY PAID,AU000000SIQ4        ,385121,2992390,0.0001
SMC CORP,JP3162600005        ,4920,3143959,0.0001
SMCP SA,FR0013214145        ,9371,57521,0
SMITH & NEPHEW PLC,GB0009223206        ,10520,210970,0
SMITH A.O CORP,US8318652091        ,10016,1103417,0
SMITHS GROUP PLC,GB00B1WY2338        ,3954,137491,0
SMN CORP,JP3435770007        ,14350,57219,0
SMURFIT WESTROCK P COM USD0.001,IE00028FXN24        ,19801,1722511,0
SMURFIT WESTROCK P ORD USD0.001 DI,IE00028FXN24        ,4277,373360,0
SNAP INC,US83304A1060        ,15653,272282,0
SNAP ON INC,US8330341012        ,2908,1594362,0
SNOWFLAKE INC,US8334451098        ,3646,909299,0
SOCIETE GENERALE SA,FR0000130809        ,11733,532977,0
SODEXO,FR0000121220        ,1008,134152,0
SOFINA SA,BE0003717312        ,175,64063,0
SOFTCAT PLC,GB00BYZDVK82        ,4505,138866,0
SOHGO SECURITY SER NPV,JP3431900004        ,7493,83285,0
SOLENO THERAPEUTICS INC,US8342033094        ,65887,4783366,0.0001
SOLVENTUM ORD SHS,US83444M1018        ,10850,1157680,0
SOMPO HOLDINGS INC NPV,JP3165000005        ,14539,615455,0
SONA BLW PRECISION FORGINGS LTD,INE073K01018        ,175293,1966966,0
SONIC HEALTHCARE LTD ORDINARY FULLY PAID,AU000000SHL7        ,1276951,34490455,0.0007
SONOVA HOLDING AG - REG,CH0012549785        ,25409,13417781,0.0003
SONY CORP,JP3435000009        ,2165573,74978345,0.0014
SOOP CO LTD,KR7067160002        ,322,32149,0
SOTERA HEALTH CO,US83601L1026        ,89093,1968484,0
SOUTH32 LIMITED ORDINARY FULLY PAID,AU000000S320        ,43543888,148049218,0.0028
SOUTHWEST AIRLINES CO USD,US8447411088        ,26724,1451119,0
SPAR NORD BANK AS,DK0060036564        ,1816,83886,0
SPAREBK 1 NORD-NOR GRUNNFONDSBEVIS NOK50,NO0006000801        ,7220,126776,0
SPECTRIS PLC,GB0003308607        ,17351,880219,0
SPIRAX SARCO ENG ORD,GB00BWFGQN14        ,839,116281,0
SPIRENT COMMUNICATIONS PLC,GB0004726096        ,23306,83444,0
SPOTIFY TECHNOLOGY COM,LU1778762911        ,2170,1568102,0
SQUARE ENIX HOLDINGS CO LTD,JP3164630000        ,36496,2305516,0
SRG GLOBAL LIMITED ORDINARY FULLY PAID,AU0000032914        ,1421071,1968184,0
SS AND C TECHNOLOGIES HOLDINGS,US78467J1007        ,2640,323152,0
SSR MINING INC CHESS DEPOSITARY INTERESTS DEFERRED SETTLEMENT,AU0000091407        ,19583,213653,0
ST BARBARA LTD,AU000000SBM8        ,124517,28016,0
STANDARD CHARTERED,GB0004082847        ,25282,505577,0
STANDARD CHARTERED PLC (HKD),GB0004082847        ,1056740,20994055,0.0004
STANDARD LIFE ABERDEEN PLC,GB00BF8Q6K64        ,57428,163965,0
STANDARDAERO INC,US85423L1035        ,18449,737789,0
STANLEY AGRICULTURE GROUP ORD SHS A,CNE1000013W7        ,130582,213238,0
STANLEY BLACK & DECKER INC,US8545021011        ,10365,1344169,0
STANLEY ELECTRIC CO,JP3399400005        ,29287,783746,0
STANMORE COAL LTD,AU000000SMR4        ,187258,563648,0
STANTEC INC,CA85472N1096        ,1383,175162,0
STARBUCKS CORP,US8552441094        ,252236,37174431,0.0007
STATE BANK OF INDIA INR1,INE062A01020        ,197122,2956217,0.0001
STATE STREET CORP USD,US8574771031        ,14579,2311105,0
STEADFAST GROUP LIMITED,AU000000SDF8        ,197329,1144506,0
STEEL DYNAMICS INC,US8581191009        ,7869,1449682,0
STEELCASE INC CL-A,US8581552036        ,3768,71926,0
STELLA INTERNATIONAL,KYG846981028        ,11792,40015,0
STELLANTIS N V,NL00150001Q9        ,23642,497818,0
STEP ONE CLOTHING LIMITED ORDINARY FULLY PAID,AU0000181174        ,67094,84538,0
STERIS PLC,IE00BFY8C754        ,11852,3934816,0.0001
STEVEN MADDEN LTD,US5562691080        ,1768,121435,0
STHREE PLC,GB00B0KM9T71        ,6372,38150,0
STIFEL FINANCIAL COM USD0.15,US8606301021        ,2576,441369,0
STILLFRONT GP AB NPV,SE0015346135        ,70067,85572,0
STMICROELECTRONICS EUR1.04,NL0000226223        ,1559,62614,0
STMICROELECTRONICS NV,NL0000226223        ,8223,333852,0
STOLT-NIELSEN LTD,BMG850801025        ,518,21300,0
STORA ENSO OYJ-R SHS,FI0009005961        ,6631,107771,0
STOREBRAND ASA,NO0003053605        ,17955,309461,0
STRAUMANN HLDG,CH1175448666        ,1343,273409,0
STRUCTURE THERAPEUTICS INC,US86366E1064        ,48350,2117809,0
STRYKER CORP,US8636671013        ,28042,16306864,0.0003
SUBARU CORP,JP3814800003        ,9241,267906,0
SUBSEA 7 SA,LU0075646355        ,5314,136094,0
SUMCO CORPORATION,JP3322930003        ,53412,649366,0
SUMEC CORP LTD,CNE000000KL2        ,498341,1025500,0
SUMISHO COMPUTER SYSTEMS CORPORATION,JP3400400002        ,1383,47343,0
SUMITOMO BAKELITE CO LTD,JP3409400003        ,1911,76069,0
SUMITOMO CORP JPY,JP3404600003        ,13138,462859,0
SUMITOMO ELECTRIC,JP3407400005        ,8612,252557,0
SUMITOMO FORESTRY CO LTD,JP3409800004        ,36869,2005888,0
SUMITOMO HEAVY INDUSTRIES LTD,JP3405400007        ,2776,92590,0
SUMITOMO METAL MINING CO LTD,JP3402600005        ,25418,943778,0
SUMITOMO MITSUI FINANCIAL GROUP,JP3890350006        ,1224003,47347172,0.0009
SUMITOMO MITSUI TRUST GROUP IN,JP3892100003        ,9260,351361,0
SUMITOMO RUBBER INDUSTRIES,JP3404200002        ,21167,387958,0
SUN LIFE FINANCIAL INC,CA8667961053        ,6978,668822,0
SUN PHARMACEUTICALS INDUSTRIES LIMITED,INE044A01036        ,118915,4231743,0.0001
SUNCOR ENERGY INC,CA8672241079        ,18096,1042764,0
SUNCORP GROUP LTD,AU000000SUN6        ,6853739,130289569,0.0025
SUNDARAM FINANCE LTD,INE660A01013        ,16331,1276634,0
SUNTORY BEVERAGE AND FOOD LTD,JP3336560002        ,1572,80965,0
SUPER MICRO COMPUTER INC,US86800U3023        ,63752,3138430,0.0001
SUPER RETAIL GROUP LIMITED,AU000000SUL0        ,110009,1669941,0
SUPERNUS PHARMACEUTICALS INC,US8684591089        ,96557,5639199,0.0001
SUPPLY NETWORK ORD SHS,AU000000SNL5        ,2476,81710,0
SUSS MICROTEC SE,DE000A1K0235        ,460,37456,0
SUZUKEN CO LTD,JP3398000004        ,1523,74121,0
SUZUKI MOTOR CORP,JP3397200001        ,226229,4161633,0.0001
SUZUKI ORD SHS,JP3397210000        ,10308,192053,0
SVENSKA CELLULOSA AB - B SHARES,SE0000112724        ,7297,149800,0
SVENSKA HANDELSBKN SER A NPV,SE0007100599        ,20784,346955,0
SWATCH GROUP,CH0012255151        ,16836,4950972,0.0001
SWATCH GROUP AG,US8701231065        ,10536,154166,0
SWCC CORPORATION,JP3368400002        ,687,53630,0
SWEDBANK AB,SE0000242455        ,12101,386155,0
SWEDISH ORPHAN BIOVITRUM PUBL AB,SE0000872095        ,229265,10636930,0.0002
SWIRE PACIFIC,HK0019000162        ,4715,69062,0
SWISS LIFE HOLDING AG,CH0014852781        ,346,431090,0
SWISS RE AG,CH0126881561        ,3629,848576,0
SWISSQUOTE GROUP HOLDING SA,CH0010675863        ,525,325320,0
SYDBANK A S,DK0010311471        ,1376,117291,0
SYENSQO SA NPV,BE0974464977        ,844,99630,0
SYMRISE AG,DE000SYM9999        ,1597,274231,0
SYNCHRONY FINANCIAL,US87165B1035        ,19648,2062696,0
SYNOPSYS INC,US8716071076        ,47477,37217760,0.0007
SYRAH RESOURCES LIMITED ORDINARY FULLY PAID,AU000000SYR9        ,65969,13524,0
SYSCO CORPORATION COM,US8718291078        ,20371,2515620,0
SYSMEX CORP,JP3351100007        ,6035,180882,0
T ROWE PRICE GROUP,US74144T1088        ,10557,1928273,0
T&D HOLDINGS INC NPV,JP3539220008        ,5909,176445,0
TABCORP HOLDINGS LTD,AU000000TAH8        ,48894198,27625222,0.0005
TAIHEIYO CEMENT CORPORATION,JP3449020001        ,21346,786870,0
TAIKISHA LTD,JP3441200007        ,4060,208629,0
TAISEI CORP,JP3443600006        ,1886,128672,0
TAIWAN SEMICON MANUFACTURING CO LTD,TW0002330008        ,3675311,194642692,0.0037
TAIWAN SEMICONDUCTOR MANUFACTURING USD,US8740391003        ,152274,48570730,0.0009
TAKE TWO INTERACTIVE SOFTWARE INC,US8740541094        ,7532,2239452,0
TAKEDA PHARMACEUTICAL CO LTD,JP3463000004        ,158260,6800064,0.0001
TALANX AG,DE000TLX1005        ,736,101052,0
TAMARACK VALLEY ENERGY LTD,CA87505Y4094        ,124537,669916,0
TAMRON CO LTD NPV,JP3471800007        ,2030,93779,0
TANDEM DIABETES CARE,US8753722037        ,61306,3566572,0.0001
TANSEISHA CO LTD,JP3472200009        ,9752,99818,0
TAOKA CHEMICAL CO LTD,JP3452400009        ,3739,40117,0
TAPESTRY INC COM USD0.01,US8760301072        ,11952,1261139,0
TARGET CORPORATION,US87612E1064        ,16839,3676525,0.0001
TATA CONSULTANCY SERVICES,INE467B01029        ,87655,6771243,0.0001
TATA MOTORS LTD,INE155A01022        ,60712,847724,0
TAYLOR MORRISON HOME CORP,US87724P1066        ,29309,2897548,0.0001
TAYLOR WIMPEY PLC GBP,GB0008782301        ,40331,99609,0
TBC BANK GROUP PLC,GB00BYT18307        ,3858,243485,0
TBS HOLDINGS INC,JP3588600001        ,34662,1443059,0
TDK CORPORATION,JP3538800008        ,203931,4343493,0.0001
TE CONNECTIVITY COM USD0.01,IE000IVNQZ81        ,33886,7824766,0.0001
TEAMVIEWER AG,DE000A2YN900        ,3712,59251,0
TECH MAHINDRA,INE669C01036        ,36188,1164810,0
TECHNIP ENERGIES EUR0.01,NL0014559478        ,1522,65417,0
TECHNOLOGY ONE LIMITED,AU000000TNE8        ,50357,1576688,0
TECHTRONIC INDUSTRIES CO,HK0669013440        ,1263367,26924717,0.0005
TECK RESOURCES LTD-CLS B,CA8787422044        ,5469,357950,0
TELEDYNE TECHNOLOGIES INC,US8793601050        ,2405,1802914,0
TELEFLEX INC,US8793691069        ,15300,4397980,0.0001
TELEPERFORMANCE,FR0000051807        ,615,85467,0
TELIX PHARMACEUTICALS LIMITED ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU000000TLX2        ,285143,7017363,0.0001
TEMENOS AG,CH0012453913        ,728,83161,0
TEMPLE AND WEBSTER GROUP LTD,AU000000TPW5        ,42928,562353,0
TEMPUR SEALY INTL COM USD0.01,US88023U1016        ,8473,775840,0
TENARIS SA,LU2598331598        ,5381,162624,0
TENCENT HLDGS LIMITED,KYG875721634        ,1539148,133448606,0.0025
TENCENT HOLDINGS LTD,US88032Q1094        ,28095,2413107,0
TERADATA CORP,US88076W1036        ,2428,122141,0
TERADYNE INC,US8807701029        ,20260,4120400,0.0001
TERUMO CORP,JP3546800008        ,16156,508393,0
TESCO ORD,GB00BLGZ9862        ,82442,614181,0
TESLA INC,US88160R1014        ,109136,71183714,0.0013
TETRA TECH ORD SHS,US88162G1031        ,6541,420910,0
TEVA PHARMACEUTICAL SP ADR,US8816242098        ,223264,7947587,0.0002
TEXAS CAPITAL BANCSHARES INC,US88224Q1076        ,1103,139363,0
TEXAS INSTRUMENTS,US8825081040        ,80193,24286620,0.0005
TEXAS PACIFIC LD COM USD0.01,US88262P1021        ,1001,1788891,0
TEXAS ROADHOUSE INC,US8826811098        ,4283,1248267,0
TEXHONG TEXTILE GROUP LTD,KYG876551170        ,9853,8174,0
TEXTRON INC,US8832031012        ,11439,1413185,0
TFI INTERNATIONAL INC,CA87241L1094        ,32679,7128356,0.0001
THALES (EX THOMSON - CSF),FR0000121329        ,1115,258599,0
THE CAMPBELL S COMPANY,US1344291091        ,16803,1136562,0
THE CIGNA GROUP,US1255231003        ,10898,4860277,0.0001
THE HERSHEY COMPANY,US4278661081        ,7100,1941932,0
THE ISRAEL CORPORATION LIMITED,IL0005760173        ,86,36520,0
THE JM SMUCKER COMPANY,US8326964058        ,7579,1347895,0
THE KARUR VYSYA BANK,INE036D01028        ,259578,1063282,0
THE STAR ENTERTAINMENT GROUP LIMITED,AU000000SGR6        ,433856,82433,0
THE TORONTO DOMINION BANK,CA8911605092        ,361352,31056139,0.0006
THE UNITED LABORATORIES INTERNATIONAL HOLDINGS LIMITED,KYG8813K1085        ,23286,59843,0
THE WALT DISNEY CO,US2546871060        ,133232,23960919,0.0005
THERMO FISHER SCIENTIFIC INC,US8835561023        ,91037,76492540,0.0014
THK CO LTD,JP3539250005        ,56394,2132757,0
THOMSON REUTERS CP COM NPV POST REV SPLIT,CA8849038085        ,1886,488853,0
THULE GROUP AB,SE0006422390        ,18241,910837,0
TI FLUID SYSTEMS PLC,GB00BYQB9V88        ,14545,56842,0
TIS INC,JP3104890003        ,2452,94156,0
TITAN CEMENT INTL NPV,BE0974338700        ,479,32215,0
TITAN INDUSTRIES,INE280A01028        ,14614,896882,0
TIVOLI AS,DK0060726743        ,112,16429,0
TJX COS INC,US8725401090        ,60464,11797843,0.0002
TKO GROUP HLDGS COM USD0.01 CL A,US87256C1018        ,1829,419768,0
TMX GROUP LTD COM NPV,CA87262K1057        ,3143,156301,0
TOAST INC,US8887871080        ,6403,376945,0
TOBU RAILWAY CO LTD,JP3597800006        ,4717,124315,0
TOENEC CORPORATION,JP3552230009        ,2981,30177,0
TOHO CO LTD JPY,JP3598600009        ,1712,108275,0
TOHO HOLDINGS CO LTD,JP3602600003        ,22361,981240,0
TOKAI RIKA CO LTD,JP3566600007        ,23167,542590,0
TOKAI TOKYO FINANCIAL HOLDINGS INC,JP3577600004        ,84517,429943,0
TOKIO MARINE HOLDINGS INC,JP3910660004        ,124626,7336250,0.0001
TOKYO ELECTRON LTD JPY,JP3571400005        ,22988,5713565,0.0001
TOKYU CORP NPV,JP3574200006        ,5721,99237,0
TOLL BROTHERS INC,US8894781033        ,10256,2086329,0
TOMY CO LTD,JP3630550006        ,2358,110039,0
TONGDING INTERCONNECTION IA,CNE100000VR5        ,531805,604841,0
TONGYANG LIFE INSURANCE CO LTD,KR7082640004        ,166407,819730,0
TOPPAN HOLDINGS INC,JP3629000005        ,2640,114206,0
TOPRE CORPORATION,JP3598200008        ,35407,730657,0
TORAY INDS INC,JP3621000003        ,15779,162400,0
TOREX GOLD RES INC COM NPV POST REV SPLT,CA8910546032        ,2143,68162,0
TORO CO,US8910921084        ,1257,162654,0
TOROMONT INDUSTRIES LTD,CA8911021050        ,943,120339,0
TORRID HOLDINGS ORD SHS,US89142B1070        ,28564,241281,0
TOSHIBA TEC CORP,JP3594000006        ,23256,862800,0
TOTALENERGIES SE,FR0000120271        ,27086,2417623,0
TOTO LTD,JP3596200000        ,1257,49164,0
TOURMALINE OIL CP COM,CA89156V1067        ,5029,375687,0
TOWER SEMICONDUCTOR LTD,IL0010823792        ,1843,153344,0
TOWNE BANK,US89214P1093        ,1704,93742,0
TOYO SEIKAN GROUP HOLDINGS LTD,JP3613400005        ,14837,366951,0
TOYO SUISAN KAISHA,JP3613000003        ,15170,1677498,0
TOYODA GOSEI CO LTD,JP3634200004        ,9553,273083,0
TOYOTA INDUSTRIES CORPORATION,JP3634600005        ,2389,315831,0
TOYOTA MOTOR CORP,JP3633400001        ,248991,8050149,0.0002
TOYOTA TSUSHO CORP,JP3635000007        ,9084,264013,0
TOYTA BOSHOKU CORPORATION,JP3635400009        ,21405,451620,0
TP ICAP PLC,JE00BMDZN391        ,45189,235831,0
TPV TECHNOLOGY CO LTD,CNE0000002J9        ,380818,234255,0
TRACTOR SUPPLY COMPANY,US8923561067        ,24469,2096935,0
