PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR THE DIVERSIFIED MY SUPER OPTION  - ASSETS - 2024-12-31,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%)
LISTED EQUITY,-,-,-,-,"TELEFLEX, INC.",-,TFX US,-,,713,"$205,200",0.00%
LISTED EQUITY,-,-,-,-,ASAHI GROUP HOLDINGS LTD.,-,2502 JP,-,,"12,024","$204,755",0.00%
LISTED EQUITY,-,-,-,-,PANDORA AS,-,PNDORA DC,-,,693,"$204,721",0.00%
LISTED EQUITY,-,-,-,-,HONG KONG & CHINA GAS CO. LTD.,-,3 HK,-,,"157,556","$203,435",0.00%
LISTED EQUITY,-,-,-,-,"RESONA HOLDINGS, INC.",-,8308 JP,-,,"17,276","$203,198",0.00%
LISTED EQUITY,-,-,-,-,HORMEL FOODS CORP.,-,HRL US,-,,"3,992","$202,265",0.00%
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,218,"$199,635",0.00%
LISTED EQUITY,-,-,-,-,"ENTEGRIS, INC.",-,ENTG US,-,,"1,247","$199,563",0.00%
LISTED EQUITY,-,-,-,-,TERNA - RETE ELETTRICA NAZIONALE,-,TRN IM,-,,"15,654","$199,496",0.00%
LISTED EQUITY,-,-,-,-,BROOKFIELD ASSET MANAGEMENT LTD.,-,BAM CN,-,,"2,275","$199,167",0.00%
LISTED EQUITY,-,-,-,-,M&G PLC,-,MNG LN,-,,"49,610","$198,543",0.00%
LISTED EQUITY,-,-,-,-,JAPAN POST BANK CO. LTD.,-,7182 JP,-,,"12,922","$198,472",0.00%
LISTED EQUITY,-,-,-,-,BLOOMBERRY RESORTS CORP.,-,BLOOM PM,-,,"1,539,559","$196,879",0.00%
LISTED EQUITY,-,-,-,-,ENCOMPASS HEALTH CORP.,-,EHC US,-,,"1,313","$195,837",0.00%
LISTED EQUITY,-,-,-,-,LY CORP.,-,4689 JP,-,,"45,263","$195,089",0.00%
LISTED EQUITY,-,-,-,-,ABN AMRO BANK NV,-,ABN NA,-,,"7,792","$194,046",0.00%
LISTED EQUITY,-,-,-,-,SGS SA,-,SGSN SW,-,,"1,192","$193,070",0.00%
LISTED EQUITY,-,-,-,-,SONOVA HOLDING AG,-,SOON SW,-,,363,"$191,579",0.00%
LISTED EQUITY,-,-,-,-,LEGAL & GENERAL GROUP PLC,-,LGEN LN,-,,"41,188","$191,455",0.00%
LISTED EQUITY,-,-,-,-,"DOMINO'S PIZZA, INC.",-,DPZ US,-,,281,"$190,678",0.00%
LISTED EQUITY,-,-,-,-,MGM RESORTS INTERNATIONAL,-,MGM US,-,,"3,382","$189,227",0.00%
LISTED EQUITY,-,-,-,-,"AKAMAI TECHNOLOGIES, INC.",-,AKAM US,-,,"1,215","$187,676",0.00%
LISTED EQUITY,-,-,-,-,EDP SA,-,EDP PL,-,,"36,283","$187,566",0.00%
LISTED EQUITY,-,-,-,-,NEWS CORP.,-,NWSA US,-,,"4,208","$187,161",0.00%
LISTED EQUITY,-,-,-,-,AINSWORTH GAME TECHNOLOGY LTD.,-,AGI AU,-,,"215,673","$186,557",0.00%
LISTED EQUITY,-,-,-,-,SIEMENS HEALTHINEERS AG,-,SHL GR,-,,"2,169","$185,745",0.00%
LISTED EQUITY,-,-,-,-,OWENS CORNING,-,OC US,-,,670,"$184,202",0.00%
LISTED EQUITY,-,-,-,-,PERSOL HOLDINGS CO. LTD.,-,2181 JP,-,,"75,392","$183,239",0.00%
LISTED EQUITY,-,-,-,-,CAMPBELL'S CO.,-,CPB US,-,,"2,708","$183,184",0.00%
LISTED EQUITY,-,-,-,-,CLP HOLDINGS LTD.,-,2 HK,-,,"13,475","$182,956",0.00%
LISTED EQUITY,-,-,-,-,"MODERNA, INC.",-,MRNA US,-,,"2,723","$182,892",0.00%
LISTED EQUITY,-,-,-,-,KYOCERA CORP.,-,6971 JP,-,,"11,264","$182,376",0.00%
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL FINANCIAL, INC.",-,FNF US,-,,"1,999","$181,270",0.00%
LISTED EQUITY,-,-,-,-,GENUINE PARTS CO.,-,GPC US,-,,961,"$181,270",0.00%
LISTED EQUITY,-,-,-,-,KONE OYJ,-,KNEBV FH,-,,"2,298","$180,665",0.00%
LISTED EQUITY,-,-,-,-,SEKISUI HOUSE LTD.,-,1928 JP,-,,"4,630","$179,953",0.00%
LISTED EQUITY,-,-,-,-,"AMERICAN FINANCIAL GROUP, INC.",-,AFG US,-,,813,"$179,879",0.00%
LISTED EQUITY,-,-,-,-,ARCELORMITTAL SA,-,MT NA,-,,"4,776","$179,153",0.00%
LISTED EQUITY,-,-,-,-,RENTOKIL INITIAL PLC,-,RTO LN,-,,"22,063","$178,874",0.00%
LISTED EQUITY,-,-,-,-,COCA-COLA EUROPACIFIC PARTNERS PLC,-,CCEP US,-,,"1,437","$178,228",0.00%
LISTED EQUITY,-,-,-,-,"DAYFORCE, INC.",-,DAY US,-,,"1,507","$176,822",0.00%
LISTED EQUITY,-,-,-,-,CYRELA BRAZIL REALTY SA EMPREENDIMENTOS E PARTICIPACOES,-,CYRE3 BZ,-,,"39,735","$176,078",0.00%
LISTED EQUITY,-,-,-,-,WPP PLC,-,WPP LN,-,,"10,392","$173,921",0.00%
LISTED EQUITY,-,-,-,-,OPEN TEXT CORP.,-,OTEX CN,-,,"3,806","$173,884",0.00%
LISTED EQUITY,-,-,-,-,"AVANTOR, INC.",-,AVTR US,-,,"5,100","$173,550",0.00%
LISTED EQUITY,-,-,-,-,BOUYGUES SA,-,EN FP,-,,"3,613","$172,443",0.00%
LISTED EQUITY,-,-,-,-,KONINKLIJKE KPN NV,-,KPN NA,-,,"29,208","$171,704",0.00%
LISTED EQUITY,-,-,-,-,"RELIANCE, INC.",-,RS US,-,,393,"$170,697",0.00%
LISTED EQUITY,-,-,-,-,"TOAST, INC.",-,TOST US,-,,"2,891","$170,213",0.00%
LISTED EQUITY,-,-,-,-,"VENUS MEDTECH HANGZHOU, INC.",-,2500 HK,-,,"145,599","$170,135",0.00%
LISTED EQUITY,-,-,-,-,ACCIONA SA,-,ANA SM,-,,931,"$169,346",0.00%
LISTED EQUITY,-,-,-,-,BANKINTER SA,-,BKT SM,-,,"13,252","$169,328",0.00%
LISTED EQUITY,-,-,-,-,"METRO, INC.",-,MRU CN,-,,"1,672","$169,304",0.00%
LISTED EQUITY,-,-,-,-,HANNOVER RUECK SE,-,HNR1 GR,-,,419,"$169,069",0.00%
LISTED EQUITY,-,-,-,-,TOKYO GAS CO. LTD.,-,9531 JP,-,,"3,732","$167,586",0.00%
LISTED EQUITY,-,-,-,-,"EPAM SYSTEMS, INC.",-,EPAM US,-,,444,"$167,541",0.00%
LISTED EQUITY,-,-,-,-,HULIC CO. LTD.,-,3003 JP,-,,"11,886","$167,345",0.00%
LISTED EQUITY,-,-,-,-,"CARMAX, INC.",-,KMX US,-,,"1,265","$166,992",0.00%
LISTED EQUITY,-,-,-,-,"PEGASYSTEMS, INC.",-,PEGA US,-,,"1,105","$166,329",0.00%
LISTED EQUITY,-,-,-,-,ESSITY AB,-,ESSITYB SS,-,,"3,837","$165,834",0.00%
LISTED EQUITY,-,-,-,-,ROYALTY PHARMA PLC,-,RPRX US,-,,"3,999","$164,766",0.00%
LISTED EQUITY,-,-,-,-,TOYOTA INDUSTRIES CORP.,-,6201 JP,-,,"1,244","$164,454",0.00%
LISTED EQUITY,-,-,-,-,SUMITOMO ELECTRIC INDUSTRIES LTD.,-,5802 JP,-,,"5,597","$164,144",0.00%
LISTED EQUITY,-,-,-,-,"LAMB WESTON HOLDINGS, INC.",-,LW US,-,,"1,508","$162,754",0.00%
LISTED EQUITY,-,-,-,-,BANK HAPOALIM BM,-,POLI IT,-,,"8,330","$162,549",0.00%
LISTED EQUITY,-,-,-,-,JOHNSON MATTHEY PLC,-,JMAT LN,-,,"5,997","$162,544",0.00%
LISTED EQUITY,-,-,-,-,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,-,LISP SW,-,,9,"$161,224",0.00%
LISTED EQUITY,-,-,-,-,TELEPERFORMANCE SE,-,TEP FP,-,,"1,155","$160,523",0.00%
LISTED EQUITY,-,-,-,-,JULIUS BAER GROUP LTD.,-,BAER SW,-,,"1,533","$160,236",0.00%
LISTED EQUITY,-,-,-,-,PEARSON PLC,-,PSON LN,-,,"6,165","$159,863",0.00%
LISTED EQUITY,-,-,-,-,SEI INVESTMENTS CO.,-,SEIC US,-,,"1,198","$159,533",0.00%
LISTED EQUITY,-,-,-,-,"IGM FINANCIAL, INC.",-,IGM CN,-,,"3,086","$159,115",0.00%
LISTED EQUITY,-,-,-,-,SNAM SPA,-,SRG IM,-,,"22,236","$159,057",0.00%
LISTED EQUITY,-,-,-,-,BT GROUP PLC,-,BTA LN,-,,"53,871","$156,970",0.00%
LISTED EQUITY,-,-,-,-,"JB HUNT TRANSPORT SERVICES, INC.",-,JBHT US,-,,565,"$155,808",0.00%
LISTED EQUITY,-,-,-,-,EXOR NV,-,EXO NA,-,,"1,051","$155,761",0.00%
LISTED EQUITY,-,-,-,-,HEICO CORP.,-,HEI US,-,,406,"$155,756",0.00%
LISTED EQUITY,-,-,-,-,EASTMAN CHEMICAL CO.,-,EMN US,-,,"1,055","$155,534",0.00%
LISTED EQUITY,-,-,-,-,EAST JAPAN RAILWAY CO.,-,9020 JP,-,,"5,390","$154,824",0.00%
LISTED EQUITY,-,-,-,-,KUBOTA CORP.,-,6326 JP,-,,"8,154","$154,108",0.00%
LISTED EQUITY,-,-,-,-,HANG SENG BANK LTD.,-,11 HK,-,,"7,740","$153,761",0.00%
LISTED EQUITY,-,-,-,-,TELEFONICA SA,-,TEF SM,-,,"23,181","$152,637",0.00%
LISTED EQUITY,-,-,-,-,UNICHARM CORP.,-,8113 JP,-,,"11,195","$149,850",0.00%
LISTED EQUITY,-,-,-,-,"COMMVAULT SYSTEMS, INC.",-,CVLT US,-,,612,"$149,062",0.00%
LISTED EQUITY,-,-,-,-,"SNAP, INC.",-,SNAP US,-,,"8,548","$148,693",0.00%
LISTED EQUITY,-,-,-,-,AKZO NOBEL NV,-,AKZA NA,-,,"1,533","$148,642",0.00%
LISTED EQUITY,-,-,-,-,ERIE INDEMNITY CO.,-,ERIE US,-,,223,"$148,149",0.00%
LISTED EQUITY,-,-,-,-,"CARLYLE GROUP, INC.",-,CG US,-,,"1,815","$148,037",0.00%
LISTED EQUITY,-,-,-,-,JARDINE MATHESON HOLDINGS LTD.,-,JM SP,-,,"2,211","$146,326",0.00%
LISTED EQUITY,-,-,-,-,"REVVITY, INC.",-,RVTY US,-,,811,"$146,243",0.00%
LISTED EQUITY,-,-,-,-,NITORI HOLDINGS CO. LTD.,-,9843 JP,-,,760,"$145,574",0.00%
LISTED EQUITY,-,-,-,-,CANADIAN TIRE CORP. LTD.,-,CTCA CN,-,,855,"$145,283",0.00%
LISTED EQUITY,-,-,-,-,HEINEKEN HOLDING NV,-,HEIO NA,-,,"1,490","$144,147",0.00%
LISTED EQUITY,-,-,-,-,UPM-KYMMENE OYJ,-,UPM FH,-,,"3,238","$143,842",0.00%
LISTED EQUITY,-,-,-,-,SWEDISH ORPHAN BIOVITRUM AB,-,SOBI SS,-,,"3,093","$143,506",0.00%
LISTED EQUITY,-,-,-,-,COVESTRO AG,-,1CO GR,-,,"1,476","$143,181",0.00%
LISTED EQUITY,-,-,-,-,SAMPO OYJ,-,SAMPO FH,-,,"2,167","$142,727",0.00%
LISTED EQUITY,-,-,-,-,ALBEMARLE CORP.,-,ALB US,-,,"1,022","$142,094",0.00%
LISTED EQUITY,-,-,-,-,"JABIL, INC.",-,JBL US,-,,606,"$140,853",0.00%
LISTED EQUITY,-,-,-,-,"ALBERTSONS COS., INC.",-,ACI US,-,,"4,380","$138,931",0.00%
LISTED EQUITY,-,-,-,-,GALAXY ENTERTAINMENT GROUP LTD.,-,27 HK,-,,"20,040","$137,502",0.00%
LISTED EQUITY,-,-,-,-,"FINNING INTERNATIONAL, INC.",-,FTT CN,-,,"3,202","$136,978",0.00%
LISTED EQUITY,-,-,-,-,"SHIMANO, INC.",-,7309 JP,-,,622,"$136,715",0.00%
LISTED EQUITY,-,-,-,-,"JAPAN EXCHANGE GROUP, INC.",-,8697 JP,-,,"7,463","$135,756",0.00%
LISTED EQUITY,-,-,-,-,"MAGNA INTERNATIONAL, INC.",-,MG CN,-,,"2,010","$135,631",0.00%
LISTED EQUITY,-,-,-,-,BUDWEISER BREWING CO. APAC LTD.,-,1876 HK,-,,"86,794","$135,167",0.00%
LISTED EQUITY,-,-,-,-,"KNIGHT-SWIFT TRANSPORTATION HOLDINGS, INC.",-,KNX US,-,,"1,570","$134,498",0.00%
LISTED EQUITY,-,-,-,-,FISHER & PAYKEL HEALTHCARE CORP. LTD.,-,FPH NZ,-,,"3,858","$134,056",0.00%
LISTED EQUITY,-,-,-,-,CARLSBERG AS,-,CARLB DC,-,,864,"$133,777",0.00%
LISTED EQUITY,-,-,-,-,"ROGERS COMMUNICATIONS, INC.",-,RCIB CN,-,,"2,681","$133,024",0.00%
LISTED EQUITY,-,-,-,-,"INTERPUBLIC GROUP OF COS., INC.",-,IPG US,-,,"2,936","$132,880",0.00%
LISTED EQUITY,-,-,-,-,"ONEMAIN HOLDINGS, INC.",-,OMF US,-,,"1,572","$132,365",0.00%
LISTED EQUITY,-,-,-,-,SINO LAND CO. LTD.,-,83 HK,-,,"80,751","$131,800",0.00%
LISTED EQUITY,-,-,-,-,"RIVIAN AUTOMOTIVE, INC.",-,RIVN US,-,,"6,118","$131,416",0.00%
LISTED EQUITY,-,-,-,-,VAT GROUP AG,-,VACN SW,-,,214,"$130,876",0.00%
LISTED EQUITY,-,-,-,-,"TORAY INDUSTRIES, INC.",-,3402 JP,-,,"12,715","$130,867",0.00%
LISTED EQUITY,-,-,-,-,BANK OF IRELAND GROUP PLC,-,BIRG ID,-,,"8,883","$130,829",0.00%
LISTED EQUITY,-,-,-,-,GETINGE AB,-,GETIB SS,-,,"4,915","$130,443",0.00%
LISTED EQUITY,-,-,-,-,OSAKA GAS CO. LTD.,-,9532 JP,-,,"3,662","$130,231",0.00%
LISTED EQUITY,-,-,-,-,EQT AB,-,EQT SS,-,,"2,909","$130,172",0.00%
LISTED EQUITY,-,-,-,-,KYOWA KIRIN CO. LTD.,-,4151 JP,-,,"5,321","$129,899",0.00%
LISTED EQUITY,-,-,-,-,LOUISIANA-PACIFIC CORP.,-,LPX US,-,,766,"$128,170",0.00%
LISTED EQUITY,-,-,-,-,BANCO DE SABADELL SA,-,SAB SM,-,,"40,764","$127,967",0.00%
LISTED EQUITY,-,-,-,-,ASSOCIATED BRITISH FOODS PLC,-,ABF LN,-,,"3,094","$127,851",0.00%
LISTED EQUITY,-,-,-,-,NORDSON CORP.,-,NDSN US,-,,377,"$127,509",0.00%
LISTED EQUITY,-,-,-,-,MOSAIC CO.,-,MOS US,-,,"3,209","$127,403",0.00%
LISTED EQUITY,-,-,-,-,"ALAMOS GOLD, INC.",-,AGI CN,-,,"4,277","$127,374",0.00%
LISTED EQUITY,-,-,-,-,"TFI INTERNATIONAL, INC.",-,TFII CN,-,,584,"$127,374",0.00%
LISTED EQUITY,-,-,-,-,EXACT SCIENCES CORP.,-,EXAS US,-,,"1,398","$126,870",0.00%
LISTED EQUITY,-,-,-,-,KAJIMA CORP.,-,1812 JP,-,,"4,284","$126,852",0.00%
LISTED EQUITY,-,-,-,-,PORSCHE AUTOMOBIL HOLDING SE,-,PAH3 GR,-,,"2,069","$125,780",0.00%
LISTED EQUITY,-,-,-,-,SKANSKA AB,-,SKAB SS,-,,"3,697","$125,754",0.00%
LISTED EQUITY,-,-,-,-,"GFL ENVIRONMENTAL, INC.",-,GFL CN,-,,"1,745","$125,565",0.00%
LISTED EQUITY,-,-,-,-,GETLINK SE,-,GET FP,-,,"4,864","$125,322",0.00%
LISTED EQUITY,-,-,-,-,AMCOR PLC,-,AMCR US,-,,"8,216","$124,875",0.00%
LISTED EQUITY,-,-,-,-,"ENPHASE ENERGY, INC.",-,ENPH US,-,,"1,125","$124,793",0.00%
LISTED EQUITY,-,-,-,-,ORSTED AS,-,ORSTED DC,-,,"1,710","$124,355",0.00%
LISTED EQUITY,-,-,-,-,"HENRY SCHEIN, INC.",-,HSIC US,-,,"1,109","$123,961",0.00%
LISTED EQUITY,-,-,-,-,SMITH & NEPHEW PLC,-,SN LN,-,,"6,152","$123,363",0.00%
LISTED EQUITY,-,-,-,-,NTT DATA GROUP CORP.,-,9613 JP,-,,"3,939","$122,654",0.00%
LISTED EQUITY,-,-,-,-,NOMURA RESEARCH INSTITUTE LTD.,-,4307 JP,-,,"2,557","$122,421",0.00%
LISTED EQUITY,-,-,-,-,TOKYO TATEMONO CO. LTD.,-,8804 JP,-,,"4,561","$122,193",0.00%
LISTED EQUITY,-,-,-,-,FINECOBANK BANCA FINECO SPA,-,FBK IM,-,,"4,337","$121,783",0.00%
LISTED EQUITY,-,-,-,-,SVENSKA CELLULOSA AB SCA,-,SCAB SS,-,,"5,922","$121,583",0.00%
LISTED EQUITY,-,-,-,-,SWIRE PACIFIC LTD.,-,19 HK,-,,"8,293","$121,468",0.00%
LISTED EQUITY,-,-,-,-,BOLLORE SE,-,BOL FP,-,,"12,215","$121,346",0.00%
LISTED EQUITY,-,-,-,-,CONVATEC GROUP PLC,-,CTEC LN,-,,"27,091","$121,217",0.00%
LISTED EQUITY,-,-,-,-,ALPS ALPINE CO. LTD.,-,6770 JP,-,,"7,256","$120,241",0.00%
LISTED EQUITY,-,-,-,-,BIO-TECHNE CORP.,-,TECH US,-,,"1,031","$119,946",0.00%
LISTED EQUITY,-,-,-,-,BROWN-FORMAN CORP.,-,BFB US,-,,"1,938","$118,861",0.00%
LISTED EQUITY,-,-,-,-,"DELTA AIR LINES, INC.",-,DAL US,-,,"1,214","$118,640",0.00%
LISTED EQUITY,-,-,-,-,ALTAGAS LTD.,-,ALA CN,-,,"3,151","$118,477",0.00%
LISTED EQUITY,-,-,-,-,SYSMEX CORP.,-,6869 JP,-,,"3,939","$118,059",0.00%
LISTED EQUITY,-,-,-,-,"SAMSARA, INC.",-,IOT US,-,,"1,667","$117,664",0.00%
LISTED EQUITY,-,-,-,-,ESSENT GROUP LTD.,-,ESNT US,-,,"1,331","$117,025",0.00%
LISTED EQUITY,-,-,-,-,KEPPEL LTD.,-,KEP SP,-,,"14,304","$115,839",0.00%
LISTED EQUITY,-,-,-,-,"T&D HOLDINGS, INC.",-,8795 JP,-,,"3,870","$115,550",0.00%
LISTED EQUITY,-,-,-,-,ALGONQUIN POWER & UTILITIES CORP.,-,AQN CN,-,,"16,093","$115,302",0.00%
LISTED EQUITY,-,-,-,-,"MARKETAXESS HOLDINGS, INC.",-,MKTX US,-,,316,"$115,294",0.00%
LISTED EQUITY,-,-,-,-,BLUEPRINT MEDICINES CORP.,-,BPMC US,-,,815,"$114,772",0.00%
LISTED EQUITY,-,-,-,-,RENAULT SA,-,RNO FP,-,,"1,450","$114,083",0.00%
LISTED EQUITY,-,-,-,-,KIKKOMAN CORP.,-,2801 JP,-,,"6,288","$113,902",0.00%
LISTED EQUITY,-,-,-,-,CARREFOUR SA,-,CA FP,-,,"4,940","$113,425",0.00%
LISTED EQUITY,-,-,-,-,TAISEI CORP.,-,1801 JP,-,,"1,658","$113,156",0.00%
LISTED EQUITY,-,-,-,-,BOLIDEN AB,-,BOL SS,-,,"2,486","$112,817",0.00%
LISTED EQUITY,-,-,-,-,AUCKLAND INTERNATIONAL AIRPORT LTD.,-,AIA NZ,-,,"13,997","$110,189",0.00%
LISTED EQUITY,-,-,-,-,TOKYU FUDOSAN HOLDINGS CORP.,-,3289 JP,-,,"11,057","$109,946",0.00%
LISTED EQUITY,-,-,-,-,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",-,AIT US,-,,284,"$109,849",0.00%
LISTED EQUITY,-,-,-,-,CNH INDUSTRIAL NV,-,CNH US,-,,"5,993","$109,674",0.00%
LISTED EQUITY,-,-,-,-,TOHO CO. LTD.,-,9602 JP,-,,"1,728","$109,260",0.00%
LISTED EQUITY,-,-,-,-,"RAKUTEN GROUP, INC.",-,4755 JP,-,,"12,370","$109,184",0.00%
LISTED EQUITY,-,-,-,-,"JUNIPER NETWORKS, INC.",-,JNPR US,-,,"1,804","$109,135",0.00%
LISTED EQUITY,-,-,-,-,ISUZU MOTORS LTD.,-,7202 JP,-,,"4,906","$108,836",0.00%
LISTED EQUITY,-,-,-,-,GRIFOLS SA,-,GRF SM,-,,"7,051","$107,883",0.00%
LISTED EQUITY,-,-,-,-,LASERTEC CORP.,-,6920 JP,-,,691,"$107,839",0.00%
LISTED EQUITY,-,-,-,-,"JFE HOLDINGS, INC.",-,5411 JP,-,,"5,874","$107,419",0.00%
LISTED EQUITY,-,-,-,-,"ASPEN TECHNOLOGY, INC.",-,AZPN US,-,,264,"$106,430",0.00%
LISTED EQUITY,-,-,-,-,ANTOFAGASTA PLC,-,ANTO LN,-,,"3,302","$106,192",0.00%
LISTED EQUITY,-,-,-,-,SUMITOMO REALTY & DEVELOPMENT CO. LTD.,-,8830 JP,-,,"2,073","$105,247",0.00%
LISTED EQUITY,-,-,-,-,DCC PLC,-,DCC LN,-,,"1,012","$105,185",0.00%
LISTED EQUITY,-,-,-,-,GROUPE BRUXELLES LAMBERT NV,-,GBLB BB,-,,946,"$104,504",0.00%
LISTED EQUITY,-,-,-,-,AES CORP.,-,AES US,-,,"5,016","$104,270",0.00%
LISTED EQUITY,-,-,-,-,MONDAY.COM LTD.,-,MNDY US,-,,274,"$104,059",0.00%
LISTED EQUITY,-,-,-,-,YAMAHA MOTOR CO. LTD.,-,7272 JP,-,,"7,187","$103,733",0.00%
LISTED EQUITY,-,-,-,-,LIFCO AB,-,LIFCOB SS,-,,"2,212","$103,662",0.00%
LISTED EQUITY,-,-,-,-,NISSAN MOTOR CO. LTD.,-,7201 JP,-,,"21,007","$103,628",0.00%
LISTED EQUITY,-,-,-,-,ALSTOM SA,-,ALO FP,-,,"2,860","$103,108",0.00%
LISTED EQUITY,-,-,-,-,BANCO BPM SPA,-,BAMI IM,-,,"7,891","$103,097",0.00%
LISTED EQUITY,-,-,-,-,TRYG AS,-,TRYG DC,-,,"3,023","$102,723",0.00%
LISTED EQUITY,-,-,-,-,"WALGREENS BOOTS ALLIANCE, INC.",-,WBA US,-,,"6,755","$101,790",0.00%
LISTED EQUITY,-,-,-,-,EDENRED SE,-,EDEN FP,-,,"1,913","$101,570",0.00%
LISTED EQUITY,-,-,-,-,POWER ASSETS HOLDINGS LTD.,-,6 HK,-,,"8,983","$101,237",0.00%
LISTED EQUITY,-,-,-,-,ENDESA SA,-,ELE SM,-,,"2,913","$101,203",0.00%
LISTED EQUITY,-,-,-,-,CAPCOM CO. LTD.,-,9697 JP,-,,"2,833","$101,152",0.00%
LISTED EQUITY,-,-,-,-,"EXELIXIS, INC.",-,EXEL US,-,,"1,880","$101,092",0.00%
LISTED EQUITY,-,-,-,-,TAYLOR WIMPEY PLC,-,TW LN,-,,"40,920","$101,063",0.00%
LISTED EQUITY,-,-,-,-,JUST EAT TAKEAWAY.COM NV,-,TKWY NA,-,,"4,578","$101,030",0.00%
LISTED EQUITY,-,-,-,-,WYNN RESORTS LTD.,-,WYNN US,-,,724,"$100,683",0.00%
LISTED EQUITY,-,-,-,-,"DENTSU GROUP, INC.",-,4324 JP,-,,"2,557","$100,165",0.00%
LISTED EQUITY,-,-,-,-,"MATCH GROUP, INC.",-,MTCH US,-,,"1,895","$100,104",0.00%
LISTED EQUITY,-,-,-,-,USS CO. LTD.,-,4732 JP,-,,"7,049","$99,746",0.00%
LISTED EQUITY,-,-,-,-,"PAYCOM SOFTWARE, INC.",-,PAYC US,-,,301,"$99,743",0.00%
LISTED EQUITY,-,-,-,-,YAKULT HONSHA CO. LTD.,-,2267 JP,-,,"3,248","$99,700",0.00%
LISTED EQUITY,-,-,-,-,"SPROUTS FARMERS MARKET, INC.",-,SFM US,-,,485,"$99,560",0.00%
LISTED EQUITY,-,-,-,-,"BENTLEY SYSTEMS, INC.",-,BSY US,-,,"1,318","$99,449",0.00%
LISTED EQUITY,-,-,-,-,CELANESE CORP.,-,CE US,-,,889,"$99,415",0.00%
LISTED EQUITY,-,-,-,-,MITSUBISHI CHEMICAL GROUP CORP.,-,4188 JP,-,,"12,093","$99,387",0.00%
LISTED EQUITY,-,-,-,-,H & M HENNES & MAURITZ AB,-,HMB SS,-,,"4,552","$99,206",0.00%
LISTED EQUITY,-,-,-,-,"EMERA, INC.",-,EMA CN,-,,"1,632","$98,488",0.00%
LISTED EQUITY,-,-,-,-,"KONICA MINOLTA, INC.",-,4902 JP,-,,"14,443","$98,332",0.00%
LISTED EQUITY,-,-,-,-,ORION OYJ,-,ORNBV FH,-,,"1,368","$97,895",0.00%
LISTED EQUITY,-,-,-,-,HYATT HOTELS CORP.,-,H US,-,,386,"$97,765",0.00%
LISTED EQUITY,-,-,-,-,ALMARAI CO. JSC,-,ALMARAI AB,-,,"3,960","$97,374",0.00%
LISTED EQUITY,-,-,-,-,"KANSAI ELECTRIC POWER CO., INC.",-,9503 JP,-,,"5,390","$97,132",0.00%
LISTED EQUITY,-,-,-,-,SHISEIDO CO. LTD.,-,4911 JP,-,,"3,386","$96,966",0.00%
LISTED EQUITY,-,-,-,-,"COREBRIDGE FINANCIAL, INC.",-,CRBG US,-,,"1,976","$95,505",0.00%
LISTED EQUITY,-,-,-,-,DR. ING HC F PORSCHE AG,-,P911 GR,-,,970,"$94,795",0.00%
LISTED EQUITY,-,-,-,-,"GREAT-WEST LIFECO, INC.",-,GWO CN,-,,"1,756","$94,002",0.00%
LISTED EQUITY,-,-,-,-,IVANHOE MINES LTD.,-,IVN CN,-,,"4,890","$93,694",0.00%
LISTED EQUITY,-,-,-,-,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",-,CRL US,-,,307,"$91,479",0.00%
LISTED EQUITY,-,-,-,-,"TREND MICRO, INC.",-,4704 JP,-,,"1,037","$91,260",0.00%
LISTED EQUITY,-,-,-,-,NIPPON PAINT HOLDINGS CO. LTD.,-,4612 JP,-,,"8,638","$90,857",0.00%
LISTED EQUITY,-,-,-,-,"DAVITA, INC.",-,DVA US,-,,375,"$90,634",0.00%
LISTED EQUITY,-,-,-,-,MARKS & SPENCER GROUP PLC,-,MKS LN,-,,"11,829","$89,848",0.00%
LISTED EQUITY,-,-,-,-,NISSIN FOODS HOLDINGS CO. LTD.,-,2897 JP,-,,"2,280","$89,594",0.00%
LISTED EQUITY,-,-,-,-,U-HAUL HOLDING CO.,-,UHALB US,-,,854,"$88,357",0.00%
LISTED EQUITY,-,-,-,-,ONO PHARMACEUTICAL CO. LTD.,-,4528 JP,-,,"5,252","$88,219",0.00%
LISTED EQUITY,-,-,-,-,SEATRIUM LTD.,-,STM SP,-,,"35,865","$87,895",0.00%
LISTED EQUITY,-,-,-,-,SUMITOMO METAL MINING CO. LTD.,-,5713 JP,-,,"2,350","$87,239",0.00%
LISTED EQUITY,-,-,-,-,"CHUBU ELECTRIC POWER CO., INC.",-,9502 JP,-,,"5,114","$87,001",0.00%
LISTED EQUITY,-,-,-,-,MONDI PLC,-,MNDI LN,-,,"3,600","$86,808",0.00%
